Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
B	Legal Equalizer	2015	Atlanta, Georgia, United States	x	Marketplace	n/a	n/a	Legal Equalizer is an app that records your encounters with Police and provides information on your legal rights.	https://www.legaleqapp.com	n/a	https://angel.co/company/legal-equalizer-1/jobs	https://www.crunchbase.com/organization/legal-equalizer	https://www.linkedin.com/company/legalequalizer%C2%AE/about/	https://www.facebook.com/LegalEqualizer	Consulting, Legal, Legal Tech, Mobile Apps, Non Profit	active
B	Legal Robot	2015	Vallejo, California, United States	x	Analytics	n/a	n/a	Legal Robot uses machine learning techniques like deep learning to understand legal language.	https://legalrobot.com/	https://twitter.com/legalrobot?lang=en	https://angel.co/company/legal-robot	https://www.crunchbase.com/organization/legal-robot	https://www.linkedin.com/company/legal-robot	https://www.facebook.com/LegalRobot?_rdr=p	Artificial Intelligence, Legal, Legal Tech, Machine Learning	active
B	Legal.io	2014	San Francisco, California, United States	x	Marketplace	n/a	n/a	Legal.io is used by organizations and professionals to deliver legal services seamlessly, from Intake to Outcome.	https://www.legal.io/	https://twitter.com/Legal_io	https://angel.co/company/legalio	https://www.crunchbase.com/organization/legal-io	https://www.linkedin.com/company/legal-io	https://www.facebook.com/legalio/	Legal, Legal Tech	active
B	LegalClick	2014	Miami Beach, FL, USA	x	Marketplace	n/a	n/a	Marketplace	https://www.legalclick.com	https://twitter.com/legalclick?lang=en	https://angel.co/company/legalclick	https://www.crunchbase.com/organization/legalclick	https://www.linkedin.com/company/legalclick/about/	https://www.facebook.com/LegalClickApp	n/a	active
B	LegalServer	2001	Chicago, Illinois, United States	x	Practice Management	n/a	n/a	LegalServer is a web-based case management platform for the legal aid community.	https://www.legalserver.org/	https://twitter.com/legalserver?lang=en	n/a	https://www.crunchbase.com/organization/legalserver	https://www.linkedin.com/company/legalserver/	https://www.facebook.com/LegalServer/	Information Services, Legal, Legal Tech, Software	active
B	LegalSifter	2013	Pittsburgh	x	Analytics	Service Providers	Legal Tech	LegalSifter reviews contracts in a minute or two using artificial intelligence and the advice of a client’s lawyers and leaders. Clients start by uploading draft contracts that they are negotiating, particularly those written on other party’s paper. Sifters – software trained to read text that learns over time – review the draft contract and identify important legal and business concepts that demand attention or are missing entirely. The Sifters trigger Help Text, in-context advice tailored to the client’s business and negotiation position.	http://www.legalsifter.com	https://twitter.com/LegalSifter	https://angel.co/legalsifter	https://www.crunchbase.com/organization/legalsifter	http://www.linkedin.com/company/legalsifter	https://www.facebook.com/legalsifter/	document review, contract automation, contract review	active
B	LegalZoom.com	2011	Glendale, California, United States	x	Marketplace	n/a	n/a	LegalZoom is a technology platform giving access to professional legal advice so people can protect what matters most.	https://www.legalzoom.com/	https://twitter.com/LegalZoom	https://angel.co/company/legalzoom-com/funding	https://www.crunchbase.com/organization/legalzoom-com	http://www.linkedin.com/company/legalzoom	http://www.facebook.com/LegalZoom	Consulting, Legal, Legal Tech, Professional Services	active
B	Lexbe	2013	Austin, TX, USA	x	E-Discovery	n/a	n/a	E-discovery	https://www.lexbe.com	https://twitter.com/lexbediscovery?lang=en	n/a	https://www.crunchbase.com/organization/lexbe	https://www.linkedin.com/company/lexbe?trk=biz-companies-cym	https://www.facebook.com/LexbeDiscovery/	n/a	active
B	LexBlog	2008	Seattle, WA, USA	x	Practice Management	n/a	n/a	Practice Management	https://www.lexblog.com	https://twitter.com/LexBlog	n/a	https://www.crunchbase.com/organization/lexblog	https://www.linkedin.com/company/lexblog-inc-	https://www.facebook.com/330099073675686	n/a	active
B	LexisNexis	1970	Global	x	Legal Research	n/a	n/a	LexisNexis is a leading global provider of content-enabled workflow solutions designed specifically for professionals in the legal, risk management, corporate, government, law enforcement, accounting, and academic markets.	http://www.lexisnexis.com	https://twitter.com/LexisNexis	https://angel.co/company/lexisnexis	https://www.crunchbase.com/organization/lexisnexis	https://www.linkedin.com/company/lexisnexis/	https://www.facebook.com/lexisnexisus/	n/a	active
B	LinkSquares			x												
B	Litimetrics			x												
B	LLM, Inc.			x												
B	Logikcull			x												
B	Manzama	1900	Bend, Oregon, United States	x	E-Discovery	n/a	n/a	Manzama is a provider of social media listening and monitoring platforms for service professionals.	https://manzama.com/	https://twitter.com/manzamainc?lang=en	https://angel.co/company/manzama	https://www.crunchbase.com/organization/manzama	http://www.linkedin.com/company/manzama	https://www.facebook.com/manzamainc	Business Intelligence, Enterprise Software, Legal, Legal Tech, Professional Services, Social	active
B	MaxVal	2003	Los Altos, CA	x	Analytics	n/a	n/a	MaxVal develops cutting edge legaltech solutions for the IP community. MaxVal's premier product, SymphonyIAM brings all facets of IP management onto one stage. With powerful workflow automation and unprecedented access to global patent data, SymphonyIAM helps you elevate your intellectual asset management.	https://www.symphonyIAM.com	https://twitter.com/maxval_?lang=en	https://angel.co/company/maxval-technologies	https://www.crunchbase.com/organization/maxval-group-inc	https://www.linkedin.com/company/maxval-group-inc.	https://www.facebook.com/MaxValGroup	patent, ip, iam, ipms, analytics, data, ip management	active
B	Merus, Inc.	2008	Oakland, California, United States	x	Practice Management	n/a	n/a	Merus helps attorneys, paralegals, and legal staff provide better results to their clientele.	https://meruscase.com	@meruscase	https://angel.co/meruscase	https://www.crunchbase.com/organization/merus-inc	https://www.linkedin.com/company/merus	https://www.facebook.com/public/Merus?page=5	Cloud Computing, Legal, Legal Tech, SaaS, Software	active
B	Mobile Helix, Inc.	2012	Mountain View, CA	x	Practice Management	n/a	n/a	Makers of the LINK encrypted app for lawyers. Lawyers can now work with email, documents, DMS, and access the firm portal from smartphones and tablets. It's easy to compare docs, edit a doc, check it into DMS, send a redline, annotate a PDF, and more, securely.	https://www.mobilehelix.com	@mobilehelix.com	n/a	https://www.crunchbase.com/organization/mobile-helix-inc#/entity	https://www.linkedin.com/company/mobile-helix	https://www.facebook.com/helixmobilewellness/	mobile, security, dms, sharepoint, email	active
B	MyCase	2009	Goleta, California, United States	x	Marketplace	Service Providers	Legal Tech	MyCase an appfolio company that offers web-based legal practice management software for the modern law firm.	https://www.mycase.com/	https://twitter.com/MyCaseInc	https://angel.co/company/mycase	https://www.crunchbase.com/organization/mycase	https://www.linkedin.com/company/mycase	https://www.facebook.com/MyCase	Billing, Consulting, Document Management, Legal, Legal Tech, Professional Services, Software	active
B	Neota Logic	2010	New York, New York, United States	x	Practice Management	Companies	Legal Service Using Tech	Neota Logic develops an artificial intelligence software platform for legal and compliance sectors.	https://www.neotalogic.com/	https://twitter.com/NeotaLogic	n/a	https://www.crunchbase.com/organization/neota-logic	https://www.linkedin.com/company/neota-logic-inc/	https://www.facebook.com/NeotaLogic/	Artificial Intelligence, Information Technology, Legal, Legal Tech, Software	active
B	New Media Legal Publishing, Inc.	2014	Los Angeles, CA, USA	x	Legal Education	n/a	n/a	These programs are used by attorneys to help prepare their clients to testify in depositions. We also have a growing library of high-quality, innovative and serialized training programs distributed through West LegalEdcenter, the leading on-line minimum continuing legal education (ÛÏMCLEÛ) platform for attorneys, and for which we charge users a premium price.	http://www.newmedialegal.com/	n/a	https://angel.co/company/new-media-legal-publishing-2	https://www.crunchbase.com/organization/new-media-legal-publishing	https://www.linkedin.com/company/new-media-legal-publishing-inc.	https://www.facebook.com/New-Media-Legal-Publishing-Inc-146387922061007/about/	n/a	active
B	NextChapter	2013	Colombus, OH, USA	x	Document Automation	Service Providers	Legal Service Using Tech	Online Bankruptcy Software for Attorneys	http://nextchapterbk.com	https://twitter.com/NextChapterBK	https://angel.co/nextchapter	http://www.crunchbase.com/organization/nextchapter	http://www.linkedin.com/company/nextchapter-inc-	http://www.facebook.com/NextChapterBK	bankruptcy	active
B	NextPoint	2013	Chicago, IL	x	E-Discovery	n/a	n/a	Nextpoint is on-demand software and responsive support to help conquer litigation at a price your clients will love.	http://www.nextpoint.com/	https://twitter.com/Nextpoint	https://angel.co/company/nextpoint	https://www.crunchbase.com/organization/nextpoint	https://www.linkedin.com/company/nextpoint	https://www.facebook.com/NextpointInc/	n/a	active
B	Notarize	2015	Boston, Massachusetts, United States	x	Document Automation	n/a	n/a	Notarize enables users to connect with a commissioned Virginia eNotary public by live video call in the United States.	https://notarize.com	https://twitter.com/notarize?lang=en	https://angel.co/company/notarize	https://www.crunchbase.com/organization/notarize	https://www.linkedin.com/company/notarize/	https://www.facebook.com/notarize/	Apps, Legal, Legal Tech, Mobile, Software	active
B	One Legal	n/a	Petaluma, California, United States	x	Practice Management	n/a	n/a	One Legal is a suite of online tools that helps law firms and litigants to connect with the courts and their cases.	https://www.onelegal.com/	https://twitter.com/onelegal?lang=en	https://angel.co/company/one-legal-1/jobs	https://www.crunchbase.com/organization/one-legal-llc	https://www.linkedin.com/company/one-legal-llc/	https://www.facebook.com/OneLegalServices/	Document Management, Legal, Legal Tech, Logistics, Software	active
B	ONE400	2013	Pasadena, CA	x	Marketplace	n/a	n/a	ONE400 is an award winning digital product development and marketing agency that exclusively serves the legal industry. ONE400’s mission is to create and implement next generation technology solutions that allow law firms and legal tech organizations offer services that promote better access to justice, improve the quality of legal services and reach an appropriate audience.	https://one-400.com/	@One_400	https://angel.co/one400	https://www.crunchbase.com/organization/one400	http://www.linkedin.com/company/one-400/	http://www.facebook.com/one400/	law innovation, agency, legal product development	active
B	PacerPro	2011	San Francisco, California, United States	x	Legal Research	Service Providers	Legal Service Using Tech	PacerPro, provides online services for management, annotation, and storage of pacer filings, federal court cases and documents.	https://www.pacerpro.com/	https://twitter.com/pacerpro?lang=en	n/a	https://www.crunchbase.com/organization/pacerpro	https://www.linkedin.com/company/pacerpro/	https://www.facebook.com/pages/PacerPro/1669582916596926	Information Technology, Legal, Legal Tech, SaaS, Software	active
B	PactSafe	2013	Indianapolis	x	Document Automation	Companies	Legal Tech	Manage your website legal agreements	https://pactsafe.com/	https://twitter.com/PactSafe	https://angel.co/company/pactsafe	https://www.crunchbase.com/organization/pactsafe	https://www.linkedin.com/company/3238224	https://www.facebook.com/Pactsafe	management, automation, document generation, terms of service, docuemnts, website terms of service	active
B	Paladin	2015	New York, NY	x	Practice Management	n/a	n/a	Paladin helps legal teams run more efficient pro bono programs while increasing access to justice. Our platform helps teams seamlessly staff, manage, and track their pro bono engagement, as well as visualize impact and ROI.	https://joinpaladin.com	joinpaladin	https://angel.co/paladin-pbc	https://www.crunchbase.com/organization/paladin-2	https://www.linkedin.com/company/paladin-attachments	https://www.facebook.com/PaladinAttachments	n/a	active
B	Paper Software	2015	New York, New York, United States	x	Analytics	n/a	n/a	Paper Software develops applications for MAC and Microsoft Word.	https://papersoftware.com/	https://twitter.com/papersoftware?lang=en	https://angel.co/company/paperhq	https://www.crunchbase.com/organization/paper-software	https://www.linkedin.com/company/paper-software/	https://www.facebook.com/papersoftware/	Contact Management, Information Technology, Legal, Legal Tech, Software	active
B	Parley Pro	n/a	Los Altos, California, United States	x	Document Automation	n/a	n/a	Parley Pro is a modern contract lifecycle management platform that helps companies create, negotiate and manage smarter contracts faster.	https://parleypro.com/	https://twitter.com/parley_pro?lang=en	https://angel.co/company/parley-pro-1	https://www.crunchbase.com/organization/parley-pro	https://www.linkedin.com/company/parley-pro-inc-/	https://www.facebook.com/ParleyPro.Inc/	B2B, Contact Management, Document Management, Legal Tech, SaaS, Software	active
B	Patdek Software	2014	Arlington, Virginia, United States	x	Legal Research	n/a	n/a	Patdek Software is a web-based solutions that enables individuals to find, markup, and share patent documents.	https://www.patdek.com/	n/a	https://angel.co/company/patdek-software-1	https://www.crunchbase.com/organization/patdek	https://www.linkedin.com/company/patdek-software-llc/	n/a	Enterprise Software, Intellectual Property, Legal, Legal Tech, Software	active
B	Patexia Inc.	2014	Santa Monica, California, United States	x	E-Discovery	n/a	n/a	Patexia uses the power of collaboration and technology to open the way for innovation and improve the patent system.	https://www.patexia.com/	https://twitter.com/patexia?lang=en	https://angel.co/company/patexia	https://www.crunchbase.com/organization/patexia	http://www.linkedin.com/company/patexia	http://www.facebook.com/patexia	Crowdsourcing, Intellectual Property, Legal, Legal Tech, Search Engine	active
B	ping, Inc.	2015	Berkeley, CA	x	Practice Management	n/a	n/a	We automate timekeeping for lawyers and provide firm analytics for management.	http://timebyping.com/	@timebyping.com	https://angel.co/ping	https://www.crunchbase.com/organization/ping-6	https://www.linkedin.com/company/ping	n/a	timekeeping and data analytics	active
B	Premonition Analytics	2014	Miami, FL	x	Analytics	Individuals	Legal Tech	Premonition.ai is an Artificial Intelligence system that mines Big Data to find out which Attorneys win before which Judges.	https://premonition.ai	https://twitter.com/Premonition_AI	https://angel.co/company/premonition-io	https://www.crunchbase.com/organization/premonition	https://www.linkedin.com/company/premonition-analytics	https://www.facebook.com/premonitionanalytics/	artificial intelligence, ai, big data, analytics	active
B	Priori Legal	2012	New York, New York, United States	x	Marketplace	Individuals	Legal Service Using Tech	Priori Legal is a platform that matches corporate legal departments and high growth companies with exceptional lawyers at discounted rates.	https://www.priorilegal.com/	https://twitter.com/priorilegal?lang=en	https://angel.co/company/priori-legal	https://www.crunchbase.com/organization/priori-legal	http://www.linkedin.com/company/3092843	http://www.facebook.com/PrioriLegal	Information Services, Legal, Legal Tech	active
B	Qualia	2015	San Francisco, California, United States	x	Document Automation	n/a	n/a	Qualia is a cloud-based digital real estate closing platform.	https://www.qualia.com/	https://twitter.com/qualiasoftware	https://angel.co/company/qualialabs	https://www.crunchbase.com/organization/qualia-labs-inc	https://www.linkedin.com/company/qualiasoftware/	https://www.facebook.com/qualiasoftware/	Enterprise Software, Finance, Legal Tech, Real Estate, Software	active
B	Quarule	2014	Charlotte, North Carolina, United States	x	E-Discovery	n/a	n/a	Quarule is a smart AI Assistant that automates compliance program management, certification, and controls.	https://www.quarule.com/	https://twitter.com/quaruleinc?lang=en	https://angel.co/company/quarule	https://www.crunchbase.com/organization/quarule	https://www.linkedin.com/company/quarule-inc-/	n/a	Artificial Intelligence, Legal, Legal Tech, Risk Management, Software	active
B	Quimbee	2007	New York, NY, USA	x	Legal Education	Individuals	Legal Service Using Tech	A better way to learn the law.	https://www.quimbee.com/	https://twitter.com/quimbeedotcom	https://angel.co/quimbee	https://www.crunchbase.com/organization/quimbee	https://www.linkedin.com/company/quimbee	https://www.facebook.com/quimbeedotcom	legal education	active
B	Road to Status, LLC	2015	Chicago, IL	x	Document Automation	n/a	n/a	Road To Status provides consumers and legal service providers with high quality, affordable immigration tools that are easy to use, secure, and accessible anywhere. Together, our experienced technologists and fully accredited immigration legal team create world-class products and services that simplify and streamline the processing of complicated immigration forms for the entire legal service supply chain.	https://roadtostatus.com	@roadtostatus	n/a	https://www.crunchbase.com/organization/road-to-status	https://www.linkedin.com/company/road-to-status-llc	n/a	immigration, expert system, consumer-facing, b2c, b2b	active
B	RocketLawyer	2008	San Francisco, CA, USA	x	Document Automation	Individuals	Legal Service Using Tech	Everything you need to make it legal.	https://www.rocketlawyer.com/	https://twitter.com/rocketlawyer	https://angel.co/rocketlawyer	http://www.crunchbase.com/organization/rocketlawyer	https://www.linkedin.com/company/rocket-lawyer-inc	https://www.facebook.com/RocketLawyer/	documents, wills, estates, forms	active
B	RocketMatter	2007	Boca Raton, FL, USA	x	Practice Management	Service Providers	Legal Tech	Legal productivity software.	https://www.rocketmatter.com/	https://twitter.com/rocketmatter	https://angel.co/rocket-matter-llc	http://www.crunchbase.com/organization/rocket-matter	https://www.linkedin.com/company/rocket-matter	https://www.facebook.com/Rocket.Matter/	practice management, productivity	active
B	SavvySuit	2014	Orlando, FL	x	----	n/a	n/a	SavvySuit is a software development firm building access to justice technology. We specialize in elegant and minimalist software projects that promote pro bono collaboration, like our product Pro Bono Matters.	https://savvysuit.com	@SavvySuit	n/a	n/a	https://www.linkedin.com/company/savvysuit	https://www.facebook.com/savvysuit/	a2j, probono	active
B	Shoobx	2014	Boston, Massachusetts, United States	x	Document Automation	n/a	n/a	Shoobx is the only comprehensive platform to manage startup corporate legal activity - from incorporation to exit.	https://www.shoobx.com/	https://twitter.com/ShoobxInc	https://angel.co/company/shoobx	https://www.crunchbase.com/organization/shoobx	http://www.linkedin.com/company/shoobx-inc-	http://www.facebook.com/shoobx	Document Management, Document Preparation, Financial Services, Legal, Legal Tech, SaaS	active
B	SimpleCitizen	2015	Salt Lake City, UT	x	Document Automation	n/a	n/a	Founded in 2015, SimpleCitizen is a digital immigration and visa solution designed to streamline the pathway to citizenship. As the only truly comprehensive solution, its straightforward process takes applicants from signup to completion, while saving them time and money along the way. Every day, the team works to help people find new opportunities, start new adventures and bring their families together.	http://www.simplecitizen.org/	@simplecitizenus	n/a	https://www.crunchbase.com/organization/simplecitizen	https://www.linkedin.com/company/simplecitizen	https://www.facebook.com/simplecitizenus	b2c	active
B	SimpleLegal	2012	San Francisco, CA, USA	x	Analytics	Companies	Legal Service Using Tech	Make sense of your legal bills	http://www.simplelegal.com	https://twitter.com/@simple_legal	https://angel.co/simplelegal	http://www.crunchbase.com/organization/simplelegal	https://www.linkedin.com/company/simplelegal/	http://www.facebook.com/simplelegalapp/	billing, management	active
B	SimplyAgree	2015	Nashville, Tennessee, United States	x	Document Automation	n/a	n/a	implyAgree is a signature and closing management tool for transactional attorneys.	https://simplyagree.com/	https://twitter.com/simplyagree?lang=en	https://angel.co/company/simplyagree	https://www.crunchbase.com/organization/simplyagree	https://www.linkedin.com/company/simplyagree/	https://www.facebook.com/pages/SimplyAgree/343570112903048	Information Services, Information Technology, Legal, Legal Tech, Software	active
B	SirionLabs	2012	Dublin, CA	x	Document Automation	n/a	n/a	Post-signature contract management platform	http://www.sirionlabs.com	https://twitter.com/sirionlabs?lang=en	https://angel.co/company/sirionlabs	https://www.crunchbase.com/organization/sirionlabs	http://www.linkedin.com/company/sirionlabs	https://www.facebook.com/SirionLabs/	n/a	active
B	Specifio	2017	Marina Del Rey, California, United States	x	Document Automation	n/a	n/a	Specifio is legal technology company that automates patent applications using artificial intelligence and natural language processing.	https://specif.io	https://twitter.com/specifio_?lang=en	https://angel.co/company/specifio/jobs	https://www.crunchbase.com/organization/specifio	https://www.linkedin.com/company/specifioinc/	https://www.facebook.com/Specifio/	Artificial Intelligence, Legal Tech, Machine Learning, Natural Language Processing, Software	active
B	The Expert Institute	2010	New York, NY, USA	x	Marketplace	n/a	n/a	The Expert Institute is a comprehensive platform for finding and engaging expert witnesses across all areas of practice.  The legal industry has changed - and technology has provided the catalyst for this evolution. Lawyers are adopting new ways of thinking and redefining the most fundamental aspects of how they practice law.  The Expert Institute was founded in recognition of this paradigm shift, with the objective of developing a smarter way for attorneys to identify, verify, and retain the best expert witnesses.	http://www.theexpertinstitute.com/	@TheExpertInst	https://angel.co/the-expert-institute	https://www.crunchbase.com/organization/the-expert-institute#section-overview	https://www.linkedin.com/company/expert-institute	https://www.facebook.com/TheExpertInstitute	n/a	active
B	Tomorrow Ideas	2016	Seattle, WA	x	Marketplace	Individuals	Legal Service Using Tech	The Tomorrow app helps organize your family finances and make decisions for the future — from insurance and inheritance to investments.  1. Insurance - Rest assured that your family is taken care of without your earning power. 2. Inheritance - Choose 3* roles: executor, guardians, and heirs and get a legal will, for free. 3. Investments - Organize your finances to see your net worth and get a living trust, for free  Now you can take these 3 tasks off your permanent to-do list and do them right on your phone with the Tomorrow app. You can plan your Tomorrow on a flight, over a cup of coffee, or after family dinner—all from the comfort of your home.  Without Tomorrow, you'd have to coordinate with a financial advisor, an insurance agent, and an estate planning attorney and then you'd still be left with a long to do list of forms, that are out-of-date as soon as they are done.  Instead, Tomorrow designed a visual way to help you get organized and make financial decisions for your family's future. You'll quickly forget why you put this off for so long and will feel good getting everything done at once.  Tomorrow built a one-of-a-kind platform from the ground up to help families make important legal, insurance, and financial decisions—without having to waste time and energy doing it the old-fashioned way.	https://tomorrow.me/	@tomorrowideas	https://angel.co/tomorrow-ideas	https://www.crunchbase.com/organization/tomorrow-4#section-overview	https://www.linkedin.com/company/tomorrow-ideas-inc./	https://www.facebook.com/tomorrowideas/	n/a	active
B	Top Class Actions	2008	Phoenix, Arizona, United States	x	Marketplace	n/a	n/a	Top Class Actions connects consumers to lawsuits, settlements and attorneys.	https://topclassactions.com/	https://twitter.com/TopClassActions	https://angel.co/top-class-actions	https://www.crunchbase.com/organization/top-class-actions	https://www.linkedin.com/company/topclassactions.com-top-class-actions-llc/	https://www.facebook.com/topclassactions/	Consulting, Information Technology, Legal, Legal Tech	active
B	Tort IQ	2015	Atlanta, Georgia, United States	x	Marketplace	n/a	n/a	Tort IQ was developed specifically to work on mass tort cases.	https://www.tortiq.com/	https://twitter.com/tort_iq?lang=en	https://angel.co/company/tortiq	https://www.crunchbase.com/organization/tort-iq	https://www.linkedin.com/company/tort-iq/	n/a	Consulting, Information Technology, Legal, Legal Tech, Software	active
B	Traklight	2011	Phoenix, Arizona, United States	x	Document Automation	Companies	Legal Service Using Tech	Traklight provides online intellectual property identification tools and resources.	https://www.traklight.com/	https://twitter.com/traklight	https://angel.co/traklight	https://www.crunchbase.com/organization/traklight	http://www.linkedin.com/company/traklight-com/	http://www.facebook.com/traklight/	Cloud Data Services, Intellectual Property, Legal, Legal Tech, Software	active
B	TrialLine	2017	Denver, Colorado, United States	x	Practice Management	n/a	n/a	TrialLine is a cloud-based mediation, trial presentation and storytelling legal timeline tool for law firms and attorneys.	https://trialline.net/	https://twitter.com/trialline?lang=en	n/a	https://www.crunchbase.com/organization/trialline	https://www.linkedin.com/company/trialline/	https://www.facebook.com/trialline	Information Services, Information Technology, Legal, Legal Tech, SaaS	active
B	TrustedHeir	2016	San Carlos, CA	x	Practice Management	n/a	n/a	TrustedHeir is the secure, revenue-generating application for estate planners that automates the process of managing digital assets.  TrustedHeir is designed to automate the process of organizing your client’s digital assets, keeping their login information up-to-date and managing the execution of the digital estate upon your client’s passing.	https://www.trustedheir.com	@TrustedHeir	https://angel.co/trustedheir	https://www.crunchbase.com/organization/trustedheir	https://www.linkedin.com/company/trustedheir	https://www.facebook.com/trustedheir	estate planning	active
B	UniCourt Inc.	2014	Tustin, California, United States	x	Analytics	n/a	n/a	UniCourt provides Legal Data as a Service via our APIs to AmLaw 50 firms and Fortune 500 businesses for accessing normalized court data.	https://unicourt.com/	https://twitter.com/UniCourtInc	https://angel.co/company/unicourt	https://www.crunchbase.com/organization/unicourt-inc	https://www.linkedin.com/company/unicourtinc/	https://www.facebook.com/unicourtinc/	Analytics, Legal, Legal Tech, SaaS, Software	active
B	Unified Patents	2012	San Jose, California, United States	x	Practice Management	n/a	n/a	Unified employs a multi-faceted solution to deter abusive patent assertions.	https://www.unifiedpatents.com/	https://twitter.com/unifiedpatents?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	https://angel.co/unified-patents	https://www.crunchbase.com/organization/unified-patents	http://www.linkedin.com/company/unified-patents/	https://www.facebook.com/unifiedpatents/	Information Technology, Intellectual Property, Legal, Legal Tech	active
B	Upcounsel	2012	San Francisco, CA, USA	x	Marketplace	Companies	Legal Service Using Tech	Largest virtual marketplace connecting business leaders and in-house counsel with quality outside counsel.	https://www.upcounsel.com/	https://twitter.com/UpCounsel	https://angel.co/upcounsel	http://www.crunchbase.com/organization/upcounsel	https://www.linkedin.com/company/upcounsel	https://business.facebook.com/upcounsel/	web, find-a-lawyer, business	active
B	Valcu Inc.	2013	New York, New York, United States	x	Document Automation	Companies	Legal Service Using Tech	Valcu provides do-it-yourself incorporation tools for founders to incorporate in Delaware and run the post-incorporation setup.	https://valcu.co/	https://twitter.com/valcuco?lang=en	https://angel.co/company/valcu	https://www.crunchbase.com/organization/valcu	http://www.linkedin.com/company/valcu-inc-/	http://www.facebook.com/ValcuInc/	Developer Tools, Document Management, Legal Tech, Venture Capital	active
B	Vector Legal Method	2017	Kansas City, Missouri, United States	x	Practice Management	n/a	Legal Tech	Vector Legal Method is a software-as-a-service litigation management platform, designed for lawyers by lawyers.	https://www.vectorlegalmethod.com/	https://twitter.com/vector_legal?lang=en	https://angel.co/vector-legal-method	https://www.crunchbase.com/organization/vector-legal-method	https://www.linkedin.com/company/vectorlegalmethod/	https://www.facebook.com/VectorLegalMethod/	Computer, Information Technology, Legal, Legal Tech, SaaS, Software	active
B	Vijilent	2015	Raleigh, North Carolina, United States	x	Analytics	Companies	Legal Tech	Vijilent provides a telemedicine platform for connecting patients with caregivers.	https://www.vijilent.com/	https://twitter.com/vijilent?lang=en	https://angel.co/company/vijilent-1	https://www.crunchbase.com/organization/vijilent	https://www.linkedin.com/company/vijilent/	https://www.facebook.com/vijilent1/	Business Intelligence, Health Care, Legal, Legal Tech, Predictive Analytics, Risk Management	active
B	Voltaire	2014	Denver, CO, USA	x	Practice Management	n/a	Legal Tech	Voltaire helps you pick winning juries. Using social & behavioral analytics we provide actionable information delivered into the courtroom on-demand.	https://voltaireapp.com	@VoltaireApp	https://angel.co/voltaire-1	https://www.crunchbase.com/organization/voltaire-2	https://www.linkedin.com/company/voltaire-inc-/	https://www.facebook.com/pages/Voltaire/745610932120615	n/a	active
B	VortexLegal	2016	Fort Lauderdale, FL	x	Marketplace	n/a	Legal Service Using Tech	VortexLegal is the marketplace for legal services. VortexLegal started in 2010 as “MyMotionCalendar.” Our software allows buyers of legal services to access all vendors in one location, compare prices, write reviews and extract great analytics to better understand legal spend, trends, compare counsel and expert witnesses etc.  We like to say we are the “Expedia for Legal Services.” One stop shop for all legal services you need and the ability to “go direct”!	https://www.vortexlegal.com	@MyMotionCalendr	https://angel.co/vortexlegal	https://www.crunchbase.com/organization/vortexlegal	https://www.linkedin.com/company/vortexlegal/	https://www.facebook.com/vortexlegal/	n/a	active
B	Wevorce	2012	San Mateo, CA, USA	x	Document Automation	Individuals	Legal Service Using Tech	Wevorce offers web-based technology and a community of trained attorneys, counselors, and other experts to help couples divorce amicably.	http://www.wevorce.com/	https://twitter.com/wevorce	https://angel.co/wevorce	http://www.crunchbase.com/organization/wevorce	https://www.linkedin.com/company/wevorce	http://www.facebook.com/wevorce	divorce	active
B	Witnex	2016	Boca Raton, Florida, United States	x	Legal Research	n/a	n/a	Witnex is a SaaS technology company for litigation attorneys to find and work with expert witnesses.	https://www.witnex.com/	@Witnex_Experts	https://angel.co/company/witnex-com	https://www.crunchbase.com/organization/alfredo-chang	https://www.linkedin.com/company/witnex-inc	https://www.facebook.com/witnex	Advice, Information Technology, Legal, Legal Tech, Professional Services, SaaS, Software	active
B	Xcential Legislative Technologies	2002	Encinitas, CA	x	Document Automation	Government	Legal Tech	Xcential provides SaaS-based solutions enable legislatures and regulatory to more efficiently create/publish legislation and regulations.	http://xcential.com/	@grantcv1	https://angel.co/xcential-1	https://www.crunchbase.com/organization/xcential-legislative-technologies#section-overview	n/a	https://www.facebook.com/pages/Xcential-Legislative-Technologies/1768348403415272	n/a	active
B	yurJURY	2001	Kansas City, KS, USA	x	Online Dispute Resolution	Individuals	Legal Tech	yurJURY is the premier provider of virtual mock jury panels, mock trials and focus groups - helpingyurJury clients make informed litigation decisions.	http://www.yurjury.com/	@yurJURY	n/a	https://www.crunchbase.com/organization/yurjury	https://www.linkedin.com/company/yurjury	https://www.facebook.com/yurjury	n/a	active
