Status	name	date	hq	US based?	category	audience	model	description	main_url	twitter_url	angellist_url	crunchbase_url	linkedin_url	facebook_url	tags	status
B	Directive Communication Systems, Inc.	2015	Boston, MA	x	Practice Management	n/a	n/a	Technology has made lives easier, however, for trusts and estates it has created a growing $7 trillion problem. More specifically, for estate professionals website owners and government agencies, it poses new and significant challenges to existing practice and protocols. The average person now has over 130 accounts including financial, social media, email, cloud based storage, eCommerce, cryptocurrency and many more. With so many accounts and no real way to capture our online footprint, it’s easy for digital property and information to be hidden, lost or forgotten.  Unlike tangible assets, digital property can not simply be accessed for review or passed on to heirs. Legal professionals and loved ones face a large and intricate maze of privacy policies, account holder agreements (TOSA) and governmental statutes designed to protect account holder privacy. Between digital assets, statutory and contractual mandates, and the sheer volume of accounts, the industry needs a solution now.     Directive Communication Systems, (DCS), where technology meets the outdated world of Trusts and Estates. DCS is the first and only technology based solution streamlining and networking digital asset and online account directives management. DCS provides an easy use to platform for identifying, organizing and cataloging all types of digital assets in preparation for estate affairs. DCS facilitates the process for ALL stakeholders with a platform that captures an individual’s accounts and directives now and into the future, making the service invaluable to clients for their lifetime. DCS simplifies estate administration by handling the communication of final wishes to site owners. In addition to NOT taking account passwords nor knowing the contents of an account, DCS is compliant to site owner Terms of Service Agreements and existing statutes, reducing costs and frustration. For website owners, DCS delivers improved efficiency for account holder death process management with streamlined notifications and online options administration. Ultimately, DCS will deliver a complete data communication network connecting all stakeholders including website owners, estates and government, speeding up a several month process to mere minutes.	https://www.directivecommunications.com	@directivecomms	https://angel.co/company/directive-communication-systems	https://www.crunchbase.com/organization/directive-communication-systems	https://www.linkedin.com/company/directive-communication-systems	https://www.facebook.com/directivecomms/	rufadaa, estate planning, digital assets, trusts & estates, estate planning, trusts	active
B	DirectLaw	2000	Palm Beach Gardens, Florida, United States	x	Online Dispute Resolution	n/a	n/a	DirectLaw provides a virtual law platform that enables law firms to offer online legal services.	https://www.directlaw.com/	https://twitter.com/directlawusa	https://angel.co/directlaw	https://www.crunchbase.com/organization/directlaw	https://www.linkedin.com/company/directlaw-inc./	https://www.facebook.com/Directlaw/	Advice, Collaboration, Document Management, Legal, Legal Tech, SaaS	active
good	Divorce AI	n/a	Detroit, Michigan, United States	x	Document Automation	n/a	n/a	Divorce AI is a B2C divorce financial planner that can predict child support, alimony, asset separation options, future budget and more.	https://www.divorceai.com/	https://twitter.com/divorceai	https://angel.co/company/wevorce	https://www.crunchbase.com/organization/divorce-ai	https://www.linkedin.com/company/divorce-ai/	https://www.facebook.com/DivorceAI/	Artificial Intelligence, FinTech, Legal Tech	active
B	Divorceify	n/a	New York, New York, United States	x	Practice Management	n/a	n/a	A comprehensive divorce marketplace utilizing predictive technology to connect divorce consumers to vetted professional help & resources.	https://divorceify.com/	https://twitter.com/divorceify?lang=en	https://angel.co/company/divorceify	https://www.crunchbase.com/organization/divorceify	https://www.linkedin.com/company/divorceify/	https://www.facebook.com/divorceify	Consumer, Legal, Legal Tech, Marketplace, Professional Networking	active
dead	DivorceSecure	2013	Memphis, TN, USA	x	Online Dispute Resolution	n/a	n/a	Online Dispute Resolution	https://divorcesecure.com	https://twitter.com/divorcesecure	https://angel.co/company/divorcesecure	https://www.crunchbase.com/organization/divorcesecure	https://www.linkedin.com/in/divorcesecure-a58ba6b7	https://www.facebook.com/pages/category/Company/DivorceSecure-1408029362856838/	n/a	acquired
review	Docasaurus, Inc.	2015	USA	x	Document Automation	n/a	n/a	Document Automation	https://www.docasaurus.com	https://twitter.com/docasaurus	https://angel.co/company/docasaurus	https://www.crunchbase.com/organization/docasaurus	n/a	n/a	n/a	active
good	Docketwise	2016	Philadelphia, PA	x	Practice Management	n/a	n/a	Docketwise is an online interface for preparing complete immigration applications based on answers to simple questions.  Immigration lawyers use our software to simplify legal paperwork for their own clients. Lawyers subscribe to Docketwise for unlimited access to a comprehensive set of family, business and humanitarian immigration forms and immigration practice management features.  Docketwise is cloud-based and scalable. In addition to form preparation, it offers a CRM, case tracking, priority date tracking, tasks, reminders, notes and integrations with thousands of other business apps.	https://www.docketwise.com	@docketwise	https://angel.co/company/docketwise	n/a	https://www.linkedin.com/company/docketwise-software	https://www.facebook.com/docketwise/	case management software, immigration software	active
dead	DocNav	2014	New York, NY, USA	x	Document Automation	n/a	n/a	DocNav is a New York City-based startup that is taking the brain damage out of complex legal documents by making them smarter, interactive, and responsive.	https://docnavapp.com	https://twitter.com/docnavlab?lang=en	https://angel.co/company/docnav	https://www.crunchbase.com/organization/docnav	https://in.linkedin.com/in/doc-nav-randhawa-2a239074	n/a	n/a	inactive
good	Docracy	2011	New York, NY, USA	x	Document Automation	Service Providers	Legal Tech	The web_Û__s only open collection of legal contracts and the best way to negotiate and sign documents online.	https://www.docracy.com/	https://twitter.com/Docracy	https://angel.co/docracy	http://www.crunchbase.com/organization/docracy	https://www.linkedin.com/company/docracy	n/a	documents, contracts, signing	active
review	DocsCorp	n/a	Pittsburgh, Pennsylvania, United States	x	Document Automation	n/a	n/a	DocsCorp designs easy-to-use software and services for document professionals who use enterprise content management systems.	https://www.docscorp.com/	https://twitter.com/DocsCorp	n/a	https://www.crunchbase.com/organization/docscorp	https://www.linkedin.com/company/docscorp	https://www.facebook.com/DocsCorp/	Content, Document Management, Information Services, Information Technology, Legal Tech, Software	active
O	DocuCollab			x												
B	Documate, Inc. (Helpself)	2018	Los Angeles, CA	x	Document Automation	n/a	n/a	Documate is no-code document automation software allowing you to turn template documents, forms, and document sets into intelligent workflows, saving 90% of drafting time.  Set up simple automations in minutes, and shave hours off lengthy document drafting. We accommodate complex logic, calculations, and custom formatting, so your documents are generated quickly and error-free every time.  Documate was created for legal documents, but has expanded into sales, real estate, and banking to create efficiency and cost savings through collaborative workflows.  Try out the future of documents at documate.org.	https://www.documate.org	@DocumateLaw	https://angel.co/company/documate_automation	https://www.crunchbase.com/organization/helpself-legal	https://www.linkedin.com/company/documate	https://www.facebook.com/documate/	marketplace, contract automation, document management, expert systems, document assembly, document automation	active
O	DomainSkate			x												
good	DoNotPay	2015	Midvale, Utah, United States	x	Marketplace	n/a	n/a	DoNotPay is an online robot lawyer that allows anyone to automatically claim asylum in the U.S, U.K, and Canada for free.	https://donotpay.com/	https://twitter.com/donotpaylaw?lang=en	https://angel.co/company/donotpay-1	https://www.crunchbase.com/organization/donotpay	https://www.linkedin.com/company/donotpay/	https://www.facebook.com/Donotpay/	Consulting, Internet, Legal, Legal Tech	active
B	Doxly	2016	Indianapolis, Indiana, United States	x	Practice Management	n/a	n/a	Doxly develops transaction-management software for law firms.	https://doxly.com/	https://twitter.com/doxlyapp?lang=en	https://angel.co/company/doxly	https://www.crunchbase.com/organization/doxly	https://www.linkedin.com/company/doxly/	https://www.facebook.com/DoxlyApp/	Apps, Computer, Enterprise Software, Legal, Legal Tech, SaaS, Software	active
dead	DraftLaw	2015	New York, New York, United States	x	Marketplace	n/a	n/a	DraftLaw is the online word processor for litigation attorneys.	https://draftlaw.com	https://twitter.com/draftlaw	https://angel.co/company/draftlaw/jobs	https://www.crunchbase.com/organization/draftlaw	n/a	n/a	Consulting, Document Management, Internet, Legal Tech, Software	inactive
review	DrugPatentWatch	2002	Washington, District of Columbia, United States	x	Legal Research	n/a	n/a	DrugPatentWatch is a global biopharmaceutical drug patent and generic entry business intelligence.	https://www.drugpatentwatch.com/	https://twitter.com/DrugPatentWatch	https://angel.co/company/drugpatentwatch-com	https://www.crunchbase.com/organization/drugpatentwatch	http://www.linkedin.com/company/drugpatentwatch	https://www.facebook.com/DrugPatents/	Biotechnology, Legal, Legal Tech, Pharmaceutical	active
good	DTI Global	1988	Atlanta, GA	x	E-Discovery	Companies	Legal Service Using Tech	DTI is a global legal process outsourcing (LPO) company serving law firms and corporations around the globe. Founded in 1998, DTI leads the industry in litigation, discovery, court reporting and managed services. We help corporations and law firms of all sizes lower overhead costs, reduce risk, and streamline document and electronic data management—so they can focus on their core business.	https://www.dtiglobal.com/	https://twitter.com/DTIGLOBAL	https://angel.co/company/dti-global/people	https://www.crunchbase.com/organization/dti	https://www.linkedin.com/company/dti-llc	https://www.facebook.com/DTIGlobalent/	legal process outsourcing, e-discovery	active
good	DueCourse	2018	San Francisco, CA	x	Legal Education	n/a	n/a	DueCourse is a learning and professional development platform that helps lawyers take control of their career and map and track their professional development through frictionless, personalized learning. We work with law firms and professional development teams across the country to create courses tailored to the individual needs of each attorney, with a focus on promoting growth and development.	https://duecourseapp.com	https://twitter.com/DueCourse__	https://angel.co/company/duecourse-3	https://www.crunchbase.com/organization/duecourse-6b17#section-overview	https://www.linkedin.com/company/5369633	https://www.facebook.com/duecoursebusiness	n/a	active
good	E-Nact	2013	Philadelphia, PA, USA	x	Document Automation	n/a	n/a	E-Nact coordinates multi-party deal-making, negotiation, and consensus building. It ensures momentum toward solution of complex processes, and it does so reliably, with specific, measurable outcomes that results from our deal-sprints.	http://enactllc.wordpress.com/	n/a	https://angel.co/company/e-nact	https://www.crunchbase.com/organization/e-nact	https://www.linkedin.com/company/e-nact-solutions/	n/a	n/a	active
B	eBrevia	1900	Stamford, CT, USA	x	Analytics	n/a	n/a	No description yet	https://www.ebrevia.com	https://twitter.com/ebrevia?lang=en	https://angel.co/company/ebrevia-3	http://www.crunchbase.com/organization/foxwordy	http://www.linkedin.com/company/ebrevia	http://www.facebook.com/eBrevia	n/a	active
good	ECFX	n/a	Venice, California, United States	x	Online Dispute Resolution	n/a	n/a	Intelligent Automation of Electronic Court Notices	https://www.goecfx.com	https://twitter.com/ecfx1?lang=en	n/a	https://www.crunchbase.com/organization/ecfx	https://www.linkedin.com/company/ecfx/about/	https://m.facebook.com/public/Ecfx	Legal Tech, Software	active
B	eDepoze	2012	Irvine	x	Practice Management	Service Providers	Legal Tech	Cloud-based legal deposition software system.	http://edepoze.com/	https://twitter.com/eDepoze	https://angel.co/edepoze	https://www.crunchbase.com/organization/edepoze	https://in.linkedin.com/company/edepoze	https://www.facebook.com/eDepoze	depositions, cloud	active
good	EDocGen LLC	2019	Middletown, DE 19709	x	Document Automation	n/a	n/a	DIY Document generation platform for creation of PDF and Word documents from wide range of data-sources including Databases, Enterprise Applications, XML, Excel, JSON data.  API first product that supports on-demand, bulk and interactive document generation.	https://www.edocgen.com	@edocgen	n/a	https://www.crunchbase.com/organization/edocgen	https://www.linkedin.com/company/edocgen	https://www.facebook.com/edocgen	document automation, document generation	active
good	EDT	2004	NYC	x	E-Discovery	n/a	n/a	EDT is an end-to-end Case Management Platform for Litigation and Investigations.  It empowers e-discovery with state-of-the-art Analytics and Machine Learning.    BYO Infrastructure ... Cloud, On Premise, or Portable.	https://www.discoverEDT.com	@discovEDT	n/a	n/a	https://www.linkedin.com/company/edt	https://www.facebook.com/engineering-development-team-llc-171573849559162	litigation ai machine learning ediscovery e-discovery investigations	active
good	EDZ Systems	2015	Overland Park, Kansas	x	Document Automation	n/a	n/a	EDZ Systems Launches Intelligent RMSTM  First Tool of Its Kind to Integrate Law Firm Data In One Intelligent System  OVERLAND PARK, Kan. (August 28, 2018) – EDZ Systems today announced the launch of Intelligent RMS, a software solution designed to make law firms and corporate legal departments more informed, adaptable and strategic by bringing together all of their data on one intelligent platform.  Most law firms don’t lack data. They have a significant volume of business intelligence from multiple software sources – matter management, timekeeping, finance, human resources, marketing and more – as well as offline documents. However, as this information sits in disconnected systems and spreadsheets, law firm leaders don’t get a complete view of the business.  That’s where Intelligent RMS can help, said Elizabeth DeZeeuw, the president and CEO of EDZ Systems.  “Unlike any other product on the market today, Intelligent RMS helps legal teams see the big picture so they can make better decisions faster. This can lead to smarter business development, resource utilization and client management, as well as revenue growth and cost elimination,” she said. “It provides law firms the actionable optics to deliver better service for their clients and stronger profit for their partners.”  How it Works  Data visibility has been a critically lacking component of law firm management, DeZeeuw said. According to a study by FRONTEO, just 40 percent of law firms have dashboarding capabilities, compared to nearly three-fourths of corporations.  Indeed, data is often spread across law firms in separate systems that don’t integrate. Intelligent RMS brings together data from existing siloed applications into a single real-time display.  It’s common for law firms to use one provider for timekeeping and billing, and another for financial analysis, and still another for client contact information, DeZeeuw said. Intelligent RMS works across vendors, platforms and technologies; it can incorporate data onto a law firm dashboard regardless of source.  Corporate legal departments also can utilize Intelligent RMS to streamline their data and resources, DeZeeuw said.  Doug Doerfler, a former AmLaw 200 chief financial officer and Intelligent RMS user, said the software delivers ROI for law firms by improving efficiency, eliminating manual processes and focusing resources on the activities that matter most.  “In more than 20 years, I have not seen such a valuable solution,” Doerfler said. “This platform fills an important gap for firms, providing leaders real-time visibility across their business – and access to information in seconds. This increases efficiency in key areas: resource, matter, project, practice and lateral management.”  As a Software-as-a-Service (SaaS) product, Intelligent RMS is available for a per-user monthly fee plus an implementation charge based on firm size. There are no hardware or server requirements.  Following integration – which is estimated to take days, not months– users have access to centralized data and can create custom displays or dashboards.  More information is available at www.edzsystems.com.  About the Company  Based in Overland Park, Kan., EDZ Systems was founded by technology professionals that were former executives at DST Systems, an international leader in financial and healthcare software solutions. Their corporate experience inspired Intelligent RMS.  A certified minority- and woman-owned firm, EDZ Systems offers law firm users a foundation of industry best practices and technologies. Prior to launch, the company tested and validated Intelligent RMS in AmLaw 200 firms.  Learn more at www.edzsystems.com.	http://www.edzsystems.com	https://twitter.com/edz_systems?lang=en	n/a	https://www.crunchbase.com/organization/edz-systems	https://www.linkedin.com/company/edz-systems/	https://www.facebook.com/pages/EDZ-Systems/1866844370256000	n/a	active
good	EffortlessLegal LLC	2017	Chicago	x	Practice Management	n/a	n/a	Work Effortlessly  •  Keep your existing billing system •  We add the automation!  We use Artificial Intelligence (AI), machine learning, and automation to boost profits and productivity.	https://effortlesslegal.com/	https://twitter.com/effortlesslegal?lang=en	https://angel.co/effortlesslegal	https://www.crunchbase.com/organization/effortlesslegal-llc	https://www.linkedin.com/company/effortlesslegal/	https://www.facebook.com/EffortlessLegal-807472939456799	automation machine learning artificial intelligence ai utbms ledes	active
good	Ekdesk LLC	2017	Menlo Park, CA	x	Compliance	n/a	n/a	Ekdesk workplace polling studies help identify risk for M&A and other transactional diligence.  These studies help spot potential issues that may not be identified through traditional diligence methods. That includes issues that seller management may not know about.  Potential issues that Ekdesk studies can identify include:  --Accounting and financial misconduct --Improper sales or business development practices --Workplace safety and HR issues --Environmental and other regulatory violations --IP, R&D, and operational concerns	https://www.ekdesk.com	@ekdesk	n/a	https://www.crunchbase.com/organization/ekdesk	n/a	n/a	m&a diligence; m&a analytics; workplace compliance; workplace analytics	active
B	elementaryIP	2014	Santa Clara, CA	x	Document Automation	n/a	n/a	Deep learning AI for patent search and analytics	https://www.elementaryip.com/	n/a	n/a	https://www.crunchbase.com/organization/elementary-ip	https://www.linkedin.com/company/elementary	https://www.facebook.com/pages/ElementaryIP/182854265402138	n/a	active
good	Elijah LTD	2003	CHICAGO	x	E-Discovery	n/a	n/a	Founded in 2003, Elijah is an industry leader in providing expert digital forensic and legal technology solutions. Recent industry recognitions for Elijah have included “Digital Forensics Provider of the Year” by the 2017 Finance Monthly Law Awards, “US Computer Investigations Provider of the Year” by the 2017 ACQ5 Law Awards, “Technology Solutions Provider of the Year (Legal) – USA” by the 2017 Lawyer International Global Awards, and “Best for Computer Forensics & Expert Testimony Services – USA” by the 2016 AI Legal Awards. Elijah offers flexible eDiscovery managed services solutions to companies and firms of all sizes, leveraging its proprietary Dart project management software. With joint headquarters in Chicago and Miami and additional offices throughout the country, Elijah is called upon by a wide variety of companies, governmental entities and individuals to meet their digital forensic, electronic discovery and legal technology needs.	https://www.elijaht.com	https://twitter.com/elijahltd?lang=en	https://angel.co/elijahjohnyarra	https://www.crunchbase.com/organization/elijah#section-overview	https://www.linkedin.com/company/elijah-ltd	https://www.facebook.com/ElijahLtd/	n/a	active
good	Emerald Technology Valuations LLC	1997	San Francisco, CA, USA	x	Practice Management	n/a	n/a	Emerald Technology Valuations LLC is a United States-based company, which provides appraisal, disposition and advisory services to technology equipment and inventories. The Company offers equipment and inventory collateral assessment for lenders, such as liquidation value analysis, fair market value analysis, and equipment and inventory inspections; and liquidations of high technology equipment and inventories, including on-site and/or Web-based auctions, targeted marketing of assets to buyers, and thorough and professional execution of each auction. It also provides consultation and asset valuation of lease transactions that include residual value studies and sale leaseback analysis; and expert testimony and asset valuation for legal proceedings, such as expert testimony and pre-litigation consulting services. It also serves the financial industry.	http://www.emerald-tech.com/	https://twitter.com/emerald_tech?lang=en	n/a	https://www.crunchbase.com/organization/emerald-technology-valuations	n/a	https://www.facebook.com/pages/Emerald-Technology-Valuations-LLC/240462186105041	n/a	active
O- add	Empower Legal			x												
good	Enkrypt	2015	Los Angeles	x	Practice Management	n/a	n/a	Enkrypt changing the dynamics of how attorneys interact with their clients.	https://enkryptapp.com/	https://twitter.com/@EnkryptM	https://angel.co/company/enkrypt	https://www.crunchbase.com/organization/enkrypt-inc	https://www.linkedin.com/company/enkrypt-inc-	https://www.facebook.com/EnkryptLosAngeles/	n/a	active
good	EPIQ	n/a	Chicago, Illinois, United States	x	Marketplace	n/a	n/a	Epiq Systems provides legal process outsourcing (LPO) services in the United States and internationally.	https://www.epiqglobal.com/en-us	https://twitter.com/EpiqGlobal?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor	https://angel.co/company/epiq/funding	https://www.crunchbase.com/organization/epiq-systems	https://www.linkedin.com/company/epiqglobal/	http://www.facebook.com/epiqsystems/	Document Management, Ediscovery, Information Technology, Legal, Legal Tech	active
good	eSign Genie	2014	Cupertino	x	Document Automation	n/a	n/a	Easy and Collaborative eSignatures	https://www.esigngenie.com/	https://twitter.com/eSignGenie	https://angel.co/company/esign-genie	https://www.crunchbase.com/organization/esign-genie	https://www.linkedin.com/company/esigngenie/	https://www.facebook.com/eSignGenie	n/a	active
good	Esq. Safe	2013	New York, NY, USA	x	Practice Management	Service Providers	Legal Tech	A secure cloud-based legal practice management suite for attorneys & paralegals.	http://esqsafe.launchrock.com/	n/a	https://angel.co/esq-safe-1	n/a	n/a	https://www.facebook.com/esq.me/	cloud, practice management	active
B	Esq.me	2013	New York, NY, USA	x	Marketplace	Service Providers	Legal Service Using Tech	The First Exclusive Market Place for Lawyers	https://esqmelaw.com/	@esqmelaw	https://angel.co/esq-me-2	https://www.crunchbase.com/organization/esq-me	https://www.linkedin.com/company/esq-me/about	https://www.facebook.com/esq.me	web, find-a-lawyer, referral, network	active
review	Esqalate	2016	Irvine, California, United States	x	Legal Education	n/a	n/a	Esqalate is a non-profit company, dedicated to providing low-income individuals with meaningful access to legal representation.	https://www.proboknow.com	https://twitter.com/esqalate	n/a	https://www.crunchbase.com/organization/esqalate	n/a	n/a	Legal, Legal Tech, Online Portals, Professional Services	inactive
good	EsqSocial	2013	New York, NY, USA	x	Marketplace	Service Providers	Legal Service Using Tech	The Lawyer's Network	http://www.esqsocial.com/	https://twitter.com/esqsocial	https://angel.co/esqsocial	https://www.crunchbase.com/organization/esqsocial	n/a	https://www.facebook.com/esqsocial/	web, find-a-lawyer, social network	active
B	Esquify	2015	Chicago, IL, USA	x	Document Automation	n/a	n/a	Document automation	https://www.esquify.com	https://twitter.com/esquify?lang=en	n/a	https://www.crunchbase.com/organization/esquify	https://www.linkedin.com/company/esquify-inc-	https://www.facebook.com/Esquify/	n/a	acquired
good	Estate Apps LLC	2020	San Francisco, CA	x	Marketplace	n/a	CourtCorrect tells you what's in all the terms and conditions and contracts you just accept.	Estate App LLC develops Apps that enable law firms to solve legal client issues while boosting the law firms' marketing.    The Estate Attorney App available on iOS and Android enables law firms to provide clients with a property memo generation tool for completing a property memo -- something that nearly 70% of clients currently do not complete.  The property memo is essential as it designates who is to get a client's personal items upon their death.  Without a completed property memo, beneficiaries are left to divide the sentimental items themselves leading to fights among family members.  An unfinished memo is also a loss for the law firm as it means the firm misses out on billable work reviewing the memo for legal compliance.   The Estate Attorney App enables subscribing law firms to provide a tool that empowers clients by removing the previous barriers to creating the memo.  Specifically, the barriers in the past was the memo was 1) difficult to put together with items located in various places (e.g., banks, closets, locker storage) but having to type it into a desktop computer (solution: mobile app) and 2) difficult to describe similarly looking items (e.g., jewelry or clothing) with just words (solution: include pictures).  The App solves all these problems by making memo generation simple, and importantly, when the memo is to be updated in the future, the information is stored within the device.    The App is also a marketing tool as law firm information is displayed every time the client opens the App and provides an in device annual notification reminding clients to consider updating their estate plan.  It enables law firms to stand apart from other firms while clients perceive the firm as providing high-value.	https://www.estateappsllc.com	n/a	n/a	https://www.crunchbase.com/organization/estate-apps	https://www.linkedin.com/company/estate-apps	n/a	n/a	active
B	Estate Guru	2014	Provo, UT	x	Document Automation	n/a	n/a	Having helped thousands of people with their estate plans we knew there was a simpler and smarter way. So we assembled the best people we could find – visionaries, techies, programmers, digital media marketers, attorneys, and financial planners. All with one purpose – to create a revolutionary new tool – Estate Guru. While Estate Guru is new, the knowledge and analytics behind it are not. Our team’s intimate knowledge and extensive experience covers every area of the estate planning process. Our collective expertise has been worked into the tool to create and manage estate plans that fit every unique need without breaking the bank. The platform has been designed to create documents in real time for simple accounts while aggressively looking for circumstances that need a traditional approach. Once the attorney has signed off on the legal logic in the tool and has approved the document templates as appropriate for the state(s) they practice, the platform allows the attorney to seamlessly scale their estate planning practice. Attorneys are now able to extend their practice into the offices of financial advisors or the homes of clients. In addition to generating revenue for all the automated work, attorneys get to personally service all the accounts that are too complicated for automation. These complicated accounts can then be billed at the attorneys normal rate. So Estate Guru becomes a way to find profitable accounts. The platform continually reaches out to clients to keep the client and the attorney informed of any life events that may require an update to their estate plan. In this sense, Estate Guru acts as an estate planning CRM. Finally, when clients die, the attorney is notified so they can help with the estate settlement work. Think volume.	https://estateguru.com	@estategurus	https://angel.co/company/estateguru	https://www.crunchbase.com/organization/estateguru	https://www.linkedin.com/company/estate-guru	https://www.facebook.com/EstatePlanGuru/	estate planning, automation, powers of attorney, wills, trusts, crm	active
O- dead	Estate Pass			x												
B	Everchron	2012	Los Angeles, CA	x	Analytics	n/a	n/a	Everchron is a company dedicated to revolutionizing the way that lawyers use technology.  A lawyer’s work goes far beyond review and production and Everchron is focused on solving day-to-day problems that lawyers face in managing key documents, facts and work product. Everchron’s collaborative case management software puts all your case critical information and analysis at your fingertips in a central workspace, accessible from anywhere.	https://www.everchron.com/	@everchron	n/a	https://www.crunchbase.com/organization/everchron	https://www.linkedin.com/company/everchron/	https://www.facebook.com/Everchron-693995280719950/	saas, cloud, litigation management, case management	active
B	Everlaw	2010	Oakland, California, United States	x	Practice Management	Service Providers	Legal Tech	Everlaw is a legal technology company that provides a platform for document analysis to law firms, government, and corporations.	https://www.everlaw.com/	https://twitter.com/everlaw	https://angel.co/company/everlaw	https://www.crunchbase.com/organization/everlaw	http://www.linkedin.com/company/everlaw/	https://www.facebook.com/everlaw.inc/	Cloud Computing, Document Management, Ediscovery, Legal, Legal Tech, Productivity Tools, Project Management	active
B	everplans	2012	New York, NY, USA	x	Document Automation	Individuals	Legal Service Using Tech	A practical approach to life and death.	https://www.everplans.com/	https://twitter.com/everplans	https://angel.co/everplans	http://www.crunchbase.com/organization/everplans	https://www.linkedin.com/company/everplans	https://www.facebook.com/everplans/	wills, estates	active
O	Evidox			x												
B	Evisort Inc.	2016	San Mateo, CA	x	Document Automation	n/a	n/a	Evisort is a cloud-based contract analysis platform that utilizes AI and Automation for legal document management.	https://www.evisort.com	@evisort	https://angel.co/company/evisort	https://www.crunchbase.com/organization/evisort	https://www.linkedin.com/company/evisort/	https://www.facebook.com/evisort/	machine learning, ai-based contract management, contract analysis, contract management, contracts	active
good	EXOCHAIN	2017	Kennebunk, Maine, United States	x	E-Discovery	n/a	n/a	EXOCHAIN is a legal risk reducing tokenized blockchain protocol that deliver secure ownership, custody, and care of identifying data.	https://exochain.net/	https://twitter.com/exochainlynk?lang=en	https://angel.co/company/exochain	https://www.crunchbase.com/organization/exochain-corp	https://www.linkedin.com/company/exochain/	https://www.facebook.com/EXOCHAIN/	Biometrics, Biopharma, Blockchain, Clinical Trials, Electronic Health Record (EHR), FinTech, Identity Management, Internet, Legal Tech	active
good	Experts.com	1994	Stockton, CA	x	Marketplace	n/a	n/a	Experts.com is an online marketing platform for expert witnesses and consultants. Lawyers can search the site on their own and communicate directly with the experts, thereby lowering the cost of litigation by eliminating brokered expert witness engagements and markups on expert witness billable hours.	https://www.experts.com/	@Experts_Com	https://angel.co/company/learningwithexperts	https://www.crunchbase.com/organization/experts-com	https://www.linkedin.com/company/507182/	https://www.facebook.com/Expertscom	consultants, expert witnesses, expert witness	active
B	FactBox	2013	San Francisco, CA, USA	x	Practice Management	n/a	n/a	FactBox is the SaaS Platform for Professional Services Freeing Professionals to do the work they were hired to do.	https://getfactbox.com	https://twitter.com/getfactbox?lang=en	https://angel.co/company/factbox	https://www.crunchbase.com/organization/factbox	https://www.linkedin.com/company/factbox	https://www.facebook.com/GetFactBox/	n/a	active
B	Fair Document	2011	Palo Alto, CA, USA	x	Marketplace	Individuals	Legal Service Using Tech	We provide affordable access to lawyers and allow users' easy control over all their legal documents.Ìø_	http://fairdocument.com	https://twitter.com/fairdocuments	https://angel.co/fair-document	https://www.crunchbase.com/organization/fair-document	https://www.linkedin.com/company/fairdocument/	https://www.facebook.com/fairdocument/	documents, web, find-a-lawyer	active
good	Fair Outcomes, Inc.	2006	Boston, MA	x	Online Dispute Resolution	n/a	n/a	Providing simple new solutions for managing and resolving claims, all of which are grounded in theories of fair division and the theory of games.	https://www.fairoutcomes.com	@FairOutcomes	n/a	https://www.crunchbase.com/organization/fair-outcomes	n/a	n/a	www.fairproposals.com	active
B	FairClaims	2014	Los Angeles	x	Online Dispute Resolution	n/a	n/a	Online dispute resolution platform.	https://www.fairclaims.com/	https://twitter.com/Fair_Claims	https://angel.co/fairclaims	https://www.crunchbase.com/organization/arbiclaims-inc	https://www.linkedin.com/company/fairclaims	https://www.facebook.com/1FairClaim/	n/a	active
B	Fastcase	1999	Washington, District of Columbia, United States	x	Analytics	n/a	n/a	Fastcase is the smarter alternative for legal research - using data visualization, citation analysis, and mobile apps to beautify the law.	https://www.fastcase.com/	https://twitter.com/fastcase	https://angel.co/company/fastcase	https://www.crunchbase.com/organization/fastcase	https://www.linkedin.com/company/fastcase/	https://www.facebook.com/fastcase/	Analytics, Data Visualization, Legal, Legal Tech, Search Engine	active
B	FastVisa US	2016	Dallas	x	Document Automation	n/a	n/a	The New Standard for Immigration Workflow	https://www.fastvisa.us/	https://twitter.com/fastvisaus?lang=en	https://angel.co/fastvisa-us/jobs	https://www.crunchbase.com/organization/fastvisa-2	https://www.linkedin.com/company/fastvisa-us	https://www.facebook.com/fastvisaus/	n/a	active
O	File Right			x												
good	FirstBase	2018	New York, NY	x	Document Automation	n/a	n/a	We offer tech entrepreneurs a way to quickly and easily break into the U.S. market. Our simple online module takes about two minutes to complete and provides us with everything we need to get to work establishing a new company.	https://firstbase.io/	https://twitter.com/firstbaseurban?lang=en	https://angel.co/firstbase-io	https://www.crunchbase.com/organization/firstbasehq	https://www.linkedin.com/company/firstbase-io/	https://www.facebook.com/firstbaseio/	n/a	active
review	FiscalNote	2011	Washington, DC, USA	x	Analytics	n/a	n/a	At FiscalNote, we've built a platform for real-time open data analysis that aggregates, analyzes, and forecasts legal data.	https://fiscalnote.com	https://twitter.com/FiscalNote	https://angel.co/company/fiscalnote	https://www.crunchbase.com/organization/fiscalnote	http://www.linkedin.com/company/fiscalnote	http://www.facebook.com/FiscalNote	n/a	active
